bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
outside,0,3,Epic Games,Senior Counsel (Regulatory),https://epicgames.com/careers/jobs/5995038004?gh_jid=5995038004,"BLANK,BLANK,Multiple Locations; Larkspur, California, United States",us_other,,"$199,625–$292,783 base",199625.0,292783.0,base,year,greenhouse:pay_input_ranges,7,sick time and recognize individuals for 7 years of employment with a paid sabbatical. #LI-Remote New York City Base,Y,N,unclear,,,Asks for 7+ years: “sick time and recognize individuals for 7 years of employment with a paid sabbatical. #LI-Remote New York City Base”,JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-05-27,,open,Greenhouse API lists job 5995038004 on board 'epicgames',2026-09-25,,False,board:greenhouse,greenhouse,epicgames,5995038004,greenhouse:epicgames:5995038004
outside,0,3,Harvey,Senior Marketing Counsel,https://jobs.ashbyhq.com/harvey/e45ecdab-c619-4918-acd9-5706734bd001,San Francisco,us_other,hybrid,"$210,300–$281,500 base + bonus + equity",210300.0,281500.0,base,year,ashby:compensation,8,"- 8+ years of relevant experience at a law firm and/or in-house, with meaningful",Y,N,unclear,,,"Asks for 8+ years: “- 8+ years of relevant experience at a law firm and/or in-house, with meaningful”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-10,,open,Ashby API lists job on board 'harvey',2026-09-25,,True,board:ashby,ashby,harvey,e45ecdab-c619-4918-acd9-5706734bd001,ashby:harvey:e45ecdab-c619-4918-acd9-5706734bd001
outside,0,3,OpenAI,"Counsel, Commercial",https://jobs.ashbyhq.com/openai/35f99494-1700-4b81-9363-aaead13ea477,San Francisco,us_other,hybrid,$252K–$280K base + equity,252000.0,280000.0,base,year,ashby:compensation,7,- Have 7+ years of experience across in-house and technology-focused law firm roles.,N,N,unclear,,,Asks for 7+ years: “- Have 7+ years of experience across in-house and technology-focused law firm roles.”; Practice area outside the target seats (commercial work),regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-17,,open,Ashby API lists job on board 'openai',2026-09-25,,False,board:ashby,ashby,openai,35f99494-1700-4b81-9363-aaead13ea477,ashby:openai:35f99494-1700-4b81-9363-aaead13ea477
outside,0,3,Alliance Defending Freedom,"Sr. Counsel, Director of Center for Life",https://job-boards.greenhouse.io/alliancedefendingfreedom/jobs/5425400008?gh_jid=5425400008,"Lansdowne, VA; Lansdowne, Virginia, United States",us_other,,"$238,300–$275K base",238300.0,275000.0,base,year,greenhouse:pay_input_ranges,10,"- 10+ years of experience in practicing law, including in a supervisory role. -",Y,N,unclear,,"Asks for 10+ years: “- 10+ years of experience in practicing law, including in a supervisory role. -”","Asks for 10+ years: “- 10+ years of experience in practicing law, including in a supervisory role. -”",JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-09-15,,open,Greenhouse API lists job 5425400008 on board 'alliancedefendingfreedom',2026-09-25,,False,board:greenhouse,greenhouse,alliancedefendingfreedom,5425400008,greenhouse:alliancedefendingfreedom:5425400008
outside,0,3,Meter,"Associate General Counsel, Commercial @ Meter",https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/bf30b459-9172-4962-a2f4-a353560ef274,San Francisco,us_other,,$175K–$275K base + equity,175000.0,275000.0,base,year,ashby:compensation,,,Y,N,unclear,,,Practice area outside the target seats (commercial work),JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-26,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,bf30b459-9172-4962-a2f4-a353560ef274,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:bf30b459-9172-4962-a2f4-a353560ef274
outside,0,3,Databricks,"Sr. Counsel, Corporate",https://databricks.com/company/careers/open-positions/job?gh_jid=8569997002,"Bellevue, Washington; Boston, Massachusetts; Chicago, Illinois; Denver, Colorado; Seattle, Washington; Seattle, Washington",us_other,,"$197,800–$272,050 OTE + bonus + equity",197800.0,272050.0,OTE,year,greenhouse:pay_input_ranges,8,"- 8+ years of experience at a nationally-recognized law firm, a public company o",Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-08-17,,open,Greenhouse API lists job 8569997002 on board 'databricks',2026-09-25,,False,board:greenhouse,greenhouse,databricks,8569997002,greenhouse:databricks:8569997002
outside,0,3,Legora,Legal Engineer - Tax & Consulting,https://jobs.ashbyhq.com/legora/495a1683-5178-42b4-b92f-67f0aa5e90c9,San Francisco,us_other,onsite,$197K–$266K base + bonus + equity,197000.0,266000.0,base,year,ashby:compensation,,,N,Y,unclear,,"Sales-attached / demo-led role: …ment, roadmap priorities, and strategic direction. - Delivering clear, confident product demos and training that bring the power of our platform to l…","Sales-attached / demo-led role: …ment, roadmap priorities, and strategic direction. - Delivering clear, confident product demos and training that bring the power of our platform to l…",regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; seat family: legal-AI research/build seat,,2026-07-10,,open,Ashby API lists job on board 'legora',2026-09-25,,False,board:ashby,ashby,legora,495a1683-5178-42b4-b92f-67f0aa5e90c9,ashby:legora:495a1683-5178-42b4-b92f-67f0aa5e90c9
outside,0,3, ALO,Senior Employment Counsel,https://boards.greenhouse.io/aloyoga/jobs/6163922004?gh_jid=6163922004,"Beverly Hills, California, United States",us_other,,$225K–$265K base + bonus,225000.0,265000.0,base,year,regex:range,6,- 6-10 years of experience in employment law at a top law firm and/or company. -,Y,N,unclear,,Asks for 10+ years: “The ideal candidate has six to ten years of experience with employment advice and counseling at a top employme”,Asks for 10+ years: “The ideal candidate has six to ten years of experience with employment advice and counseling at a top employme”,JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-08-26,,open,Greenhouse API lists job 6163922004 on board 'aloyoga',2026-09-25,,False,board:greenhouse,greenhouse,aloyoga,6163922004,greenhouse:aloyoga:6163922004
outside,0,3,"Centessa Pharmaceuticals, a wholly owned subsidiary of Eli Lilly and Company ","Senior Director, Regulatory CMC",https://job-boards.greenhouse.io/centessapharmaceuticalsinc/jobs/6144418004,"Boston, MA",us_other,,$175K–$260K base + bonus,175000.0,260000.0,base,year,regex:range,5,"ceutical industry experience, including at least 5 years in Regulatory CMC roles supporting small molecule development program",N,N,unclear,,"Asks for 10+ years: “- Minimum of 12 years of pharmaceutical industry experience, including at least 5 years in”","Asks for 10+ years: “- Minimum of 12 years of pharmaceutical industry experience, including at least 5 years in”",regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-14,,open,Greenhouse API lists job 6144418004 on board 'centessapharmaceuticalsinc',2026-09-25,,False,board:greenhouse,greenhouse,centessapharmaceuticalsinc,6144418004,greenhouse:centessapharmaceuticalsinc:6144418004
outside,0,3,Rad AI,Senior Counsel (Commercial) @ Rad AI,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/6d1678d5-8917-4b59-930e-d8c4ca675a45,San Francisco,us_other,,$220K–$260K base + equity,220000.0,260000.0,base,year,ashby:compensation,,,N,N,unclear,,,Practice area outside the target seats (commercial work),regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-26,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,6d1678d5-8917-4b59-930e-d8c4ca675a45,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:6d1678d5-8917-4b59-930e-d8c4ca675a45
outside,0,3,Alliance Defending Freedom,"Senior Counsel, Counter Censorship Task Force",https://job-boards.greenhouse.io/alliancedefendingfreedom/jobs/5397778008?gh_jid=5397778008,"Lansdowne, VA; Lansdowne, Virginia, United States",us_other,,"$210,600–$257,700 base",210600.0,257700.0,base,year,greenhouse:pay_input_ranges,1,rements in relevant jurisdiction within one year - 10+ years of legal experience Pay & Benefits At Alliance Defendi,Y,N,unclear,,"Asks for 10+ years: “- 10+ years of legal experience Pay & Benefits At Alliance Defending Freedom, w”","Asks for 10+ years: “- 10+ years of legal experience Pay & Benefits At Alliance Defending Freedom, w”",JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-08-21,,open,Greenhouse API lists job 5397778008 on board 'alliancedefendingfreedom',2026-09-25,,False,board:greenhouse,greenhouse,alliancedefendingfreedom,5397778008,greenhouse:alliancedefendingfreedom:5397778008
outside,0,3,Cape,Legal Counsel,https://jobs.ashbyhq.com/cape/4d420e3e-8135-4866-9ba1-1ccd6c6be185,"Arlington, VA",us_other,hybrid,$210K–$250K base,210000.0,250000.0,base,year,regex:range,6,"Typically requires 6-8+ years of legal experience, ideally including top-tier law firm training.",Y,N,unclear,,,"Asks for 6+ years: “Typically requires 6-8+ years of legal experience, ideally including top-tier law firm training.”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-01,,open,Ashby API lists job on board 'cape',2026-09-25,,False,board:ashby,ashby,cape,4d420e3e-8135-4866-9ba1-1ccd6c6be185,ashby:cape:4d420e3e-8135-4866-9ba1-1ccd6c6be185
outside,0,3,DRW,Equity Analyst - Special Situations,https://job-boards.greenhouse.io/drweng/jobs/7554239,"Chicago; Chicago, IL, United States",us_other,,$150K–$250K base + bonus,150000.0,250000.0,base,year,regex:range,,,N,N,unclear,,"Requires Python, statistics or quant work: …uations - Extreme attention to detail and accuracy - Strong understanding of descriptive statistics - Coding capability in Python, R, Matlab or similar…","Requires Python, statistics or quant work: …uations - Extreme attention to detail and accuracy - Strong understanding of descriptive statistics - Coding capability in Python, R, Matlab or similar…",credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-01-23,,open,Greenhouse API lists job 7554239 on board 'drweng',2026-09-25,,False,board:greenhouse,greenhouse,drweng,7554239,greenhouse:drweng:7554239
outside,0,3,Iambic Therapeutics,"Associate Director / Director, Regulatory Affairs - CMC",https://jobs.ashbyhq.com/iambic-therapeutics/f419dff6-005a-4adb-832b-d14b3be3eb19,San Diego HQ,us_other,,$164K–$245K base,164000.0,245000.0,base,year,ashby:compensation,8,Typically 8+ years of relevant pharmaceutical or biotechnology experience for Associate,N,N,unclear,,,Asks for 8+ years: “Typically 8+ years of relevant pharmaceutical or biotechnology experience for Associate”,regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-14,,open,Ashby API lists job on board 'iambic-therapeutics',2026-09-25,,False,board:ashby,ashby,iambic-therapeutics,f419dff6-005a-4adb-832b-d14b3be3eb19,ashby:iambic-therapeutics:f419dff6-005a-4adb-832b-d14b3be3eb19
outside,0,3,ZT Systems,Commercial Counsel @ ZT Systems,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/1a64d8e5-7efa-4640-9041-9b44ed5d5912,"Secaucus, NJ",us_other,,$170K–$240K base + equity,170000.0,240000.0,base,year,ashby:compensation,10,"bar, and brings 10+ years of legal experience with significant commercial contracting and negot",Y,N,unclear,,"Asks for 10+ years: “bar, and brings 10+ years of legal experience with significant commercial contracting and negot”","Asks for 10+ years: “bar, and brings 10+ years of legal experience with significant commercial contracting and negot”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-26,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,1a64d8e5-7efa-4640-9041-9b44ed5d5912,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:1a64d8e5-7efa-4640-9041-9b44ed5d5912
outside,0,3,Alliance Defending Freedom,"Senior Counsel, Parental Rights",https://job-boards.greenhouse.io/alliancedefendingfreedom/jobs/5222910008?gh_jid=5222910008,"Lansdowne, VA; Dallas, TX; Scottsdale, AZ; Dallas, Texas, United States; Lansdowne, Virginia, United States; Scottsdale, Arizona, United States",us_other,,$195K–$230K base,195000.0,230000.0,base,year,greenhouse:pay_input_ranges,10,- 10+ years of experience required Preferred Qualification - Trial experience,Y,N,unclear,,Asks for 10+ years: “- 10+ years of experience required Preferred Qualification - Trial experience”,Asks for 10+ years: “- 10+ years of experience required Preferred Qualification - Trial experience”,JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-05-15,,open,Greenhouse API lists job 5222910008 on board 'alliancedefendingfreedom',2026-09-25,,False,board:greenhouse,greenhouse,alliancedefendingfreedom,5222910008,greenhouse:alliancedefendingfreedom:5222910008
outside,0,3,Ares,"Vice President, Accounting Policy",https://aresmgmt.wd1.myworkdayjobs.com/External/job/Los-Angeles-CA---Century-City/Vice-President--Accounting-Policy_R8271,"Los Angeles, CA - Century City",us_other,,$200K–$230K base + bonus,200000.0,230000.0,base,year,regex:range,12,- 12+ years of relevant professional experience in public accounting and/or indus,N,N,unclear,,Asks for 10+ years: “- 12+ years of relevant professional experience in public accounting and/or indus”,Asks for 10+ years: “- 12+ years of relevant professional experience in public accounting and/or indus”,financial-services background a plus; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-18,,open,"Workday detail endpoint returned R8271 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,aresmgmt|wd1|External,R8271,workday:aresmgmt|wd1|External:R8271
outside,0,3,Alliance Defending Freedom,"Senior Counsel, Federal Public Policy",https://job-boards.greenhouse.io/alliancedefendingfreedom/jobs/5414072008?gh_jid=5414072008,"Washington D.C.; Washington, District of Columbia, United States",us_other,,$196K–$229K base,196000.0,229000.0,base,year,greenhouse:pay_input_ranges,1,"rements in relevant jurisdiction within one year. - 5+ years of experience in public policy advocacy, governmental re",Y,N,unclear,,Asks for 10+ years: “- 10+ years of legal experience strongly preferred. - Experience with federal le”,Asks for 10+ years: “- 10+ years of legal experience strongly preferred. - Experience with federal le”,JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-09-02,,open,Greenhouse API lists job 5414072008 on board 'alliancedefendingfreedom',2026-09-25,,False,board:greenhouse,greenhouse,alliancedefendingfreedom,5414072008,greenhouse:alliancedefendingfreedom:5414072008
